x            y_obs        weight       y_calc       y_bkg        
148.76       21.0         0.04762      21.375       21.364       
148.78       21.0         0.04762      21.368       21.357       
148.8        20.0         0.05         21.361       21.35        
148.82       16.0         0.0625       21.354       21.343       
148.84       12.0         0.08333      21.348       21.336       
148.86       21.0         0.04762      21.341       21.329       
148.88       20.0         0.05         21.334       21.323       
148.9        21.0         0.04762      21.327       21.316       
148.92       16.0         0.0625       21.32        21.309       
148.94       15.0         0.06667      21.313       21.302       
148.96       16.0         0.0625       21.306       21.295       
148.98       21.0         0.04762      21.298       21.288       
149.0        12.0         0.08333      21.291       21.281       
149.02       16.0         0.0625       21.284       21.274       
149.04       20.0         0.05         21.277       21.267       
149.06       20.0         0.05         21.27        21.26        
149.08       15.0         0.06667      21.263       21.253       
149.1        15.0         0.06667      21.256       21.246       
149.12       24.0         0.04167      21.249       21.239       
149.14       10.0         0.1          21.242       21.232       
149.16       12.0         0.08333      21.235       21.225       
149.18       12.0         0.08333      21.227       21.218       
149.2        16.0         0.0625       21.22        21.211       
149.22       20.0         0.05         21.213       21.204       
149.24       21.0         0.04762      21.206       21.197       
149.26       16.0         0.0625       21.199       21.189       
149.28       16.0         0.0625       21.191       21.182       
149.3        22.0         0.04545      21.184       21.175       
149.32       17.0         0.05882      21.177       21.168       
149.34       12.0         0.08333      21.17        21.161       
149.36       15.0         0.06667      21.162       21.154       
149.38       15.0         0.06667      21.155       21.146       
149.4        16.0         0.0625       21.148       21.139       
149.42       16.0         0.0625       21.14        21.132       
149.44       13.0         0.07692      21.133       21.125       
149.46       16.0         0.0625       21.126       21.117       
149.48       12.0         0.08333      21.118       21.11        
149.5        12.0         0.08333      21.111       21.103       
149.52       13.0         0.07692      21.104       21.095       
149.54       16.0         0.0625       21.096       21.088       
149.56       16.0         0.0625       21.089       21.081       
149.58       16.0         0.0625       21.081       21.073       
149.6        17.0         0.05882      21.074       21.066       
149.62       12.0         0.08333      21.067       21.059       
